ciqual_code	ciqual_group_fr	ciqual_name_fr
9580	farines et pâtes à tarte	Farine de pois chiche
20532	légumineuses	Pois chiche, appertisé, égoutté
20507	légumineuses	Pois chiche, cuit
20516	légumineuses	Pois chiche, sec
25502	sandwichs	Burger au poulet
28963	charcuteries	Jambon de poulet ou Blanc de poulet en tranche
16540	autres matières grasses	Graisse de poulet
36019	viandes crues	Poulet, haut de cuisse, viande, cru
36030	viandes cuites	Poulet, cuisse, viande, bouilli/cuit à l'eau
36006	viandes cuites	Poulet, cuisse, viande, rôti/cuit au four
25204	plats composés	Tajine de poulet
25174	plats composés	Poulet au curry et au lait de coco
25190	plats composés	Poulet basquaise
36029	viandes crues	Poulet, poitrine, viande et peau, cru
36032	viandes cuites	Poulet, poitrine, viande et peau, rôti/cuit au four
36018	viandes cuites	Poulet, filet, sans peau, cuit
36017	viandes crues	Poulet, filet, sans peau, cru
36022	viandes crues	Poulet, pilon, cru
36020	viandes crues	Poulet éviscéré sans abats, cru
36008	viandes crues	Poulet fermier, viande et peau, cru
36031	viandes cuites	Poulet, cuisse, viande et peau, bouilli/cuit à l'eau
36002	viandes crues	Poulet, cuisse, viande et peau, cru
36004	viandes cuites	Poulet, cuisse, viande et peau, rôtie/cuite au four
36024	viandes crues	Poulet, cuisse, viande, cru
36035	autres produits à base de viande	Poulet, manchons marinés, rôtis/cuits au four
36016	viandes crues	Poulet, viande et peau, cru
36005	viandes cuites	Poulet, viande et peau, rôti/cuit au four
36003	viandes crues	Poulet, viande, crue
36027	autres produits à base de viande	Poulet, croquette panée ou nuggets
36014	viandes crues	Poule, cuisse, crue
36007	viandes crues	Poulet (var. blanc), viande et peau, cru
36023	viandes crues	Poulet, aile, viande et peau, cru
36033	viandes cuites	Poulet, aile, viande et peau, rôti/cuit au four
25073	plats composés	Endive au jambon
18152	boissons sans alcool	Chicorée, poudre soluble
20026	légumes	Endive, crue
25111	plats composés	Chili con carne
20151	légumes	Piment, cru
20221	légumes	Chou chinois (pak-choi ou pé-tsai), cuit
20167	légumes	Chou chinois ou pak-choi ou pé-tsai, cru
20231	légumes	Crosne, surgelé, cru
25169	feuilletées et autres entrées	Spécialité chinoise ou bouchées à la vapeur, cuite
30005	charcuteries	Chipolata, cuite
30115	charcuteries	Chipolata, crue
8501	charcuteries	Andouille de Guéméné
8552	charcuteries	Andouillette de Troyes, crue
8512	charcuteries	Andouille de Vire
8504	charcuteries	Andouille, réchauffée à la poêle
8500	charcuteries	Andouille
8550	charcuteries	Andouillette, crue
8551	charcuteries	Andouillette, sautée/poêlée
11003	herbes	Ciboule ou Ciboulette, fraîche
31066	chocolats et produits à base de chocolat	Rocher chocolat fourré praliné
31000	chocolats et produits à base de chocolat	Barre chocolatée biscuitée
31071	chocolats et produits à base de chocolat	Barre chocolatée aux fruits secs
39234	produits laitiers frais et assimilés	Gâteau au chocolat, cœur fondant, rayon frais
23585	gâteaux et pâtisseries	Gâteau au chocolat
31106	céréales de petit-déjeuner et biscuits	Barre céréalière chocolatée
31012	chocolats et produits à base de chocolat	Barres ou confiserie chocolatées au lait
31063	chocolats et produits à base de chocolat	Bouchée chocolat fourrage fruits à coques et/ou praliné
31091	chocolats et produits à base de chocolat	Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit
31041	chocolats et produits à base de chocolat	Confiserie au chocolat dragéifiée
7733	pains et viennoiseries	Pain au chocolat, préemballé
7730	pains et viennoiseries	Pain au chocolat feuilleté, artisanal
19122	boissons sans alcool	Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux
39206	produits laitiers frais et assimilés	Mousse au chocolat (base laitière), rayon frais
11300	sauces	Sauce au chocolat
31099	chocolats et produits à base de chocolat	Barre goûter frais au lait et chocolat avec génoise
31073	chocolats et produits à base de chocolat	Barre goûter frais au lait et chocolat
23586	gâteaux et pâtisseries	Gâteau moelleux au chocolat, préemballé
31032	chocolats et produits à base de chocolat	Pâte à tartiner chocolat et noisette
23497	gâteaux et pâtisseries	Tarte au chocolat, fabrication artisanale
23457	gâteaux et pâtisseries	Chou à la crème pâtissière
23456	gâteaux et pâtisseries	Chou à la crème chantilly
23005	gâteaux et pâtisseries	Gâteau Paris-Brest (pâte à choux crème mousseline praliné)
23467	pains et viennoiseries	Chouquette
7744	pains et viennoiseries	Couronne de Noël (Brioche) aux fruits confits, préemballée
23030	gâteaux et pâtisseries	Bûche de Noël pâtissière
5006	boisson alcoolisées	Cidre brut
5021	boisson alcoolisées	Cidre bouché demi-sec
5020	boisson alcoolisées	Cidre traditionnel
5007	boisson alcoolisées	Cidre doux
11025	épices	Cannelle, poudre
1001	boisson alcoolisées	Eau de vie
13082	fruits	Clémentine, pulpe, crue
11052	épices	Clou de girofle
31001	chocolats et produits à base de chocolat	Barre chocolatée non biscuitée enrobée
38406	céréales de petit-déjeuner et biscuits	Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif
25121	plats composés	Coq au vin
30746	charcuteries	Saucisse cocktail
2008	boisson alcoolisées	Cocktail sans alcool (à base de jus de fruits et de sirop)
1022	boisson alcoolisées	Cocktail type punch, 16% alcool
16030	huiles et graisses végétales	Beurre de cacao
18167	boissons sans alcool	Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux
18168	boissons sans alcool	Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines
18101	boissons sans alcool	Poudre cacaotée ou au chocolat pour boisson, sucrée
18100	boissons sans alcool	Cacao, non sucré, poudre soluble
31002	chocolats et produits à base de chocolat	Barre à la noix de coco, enrobée de chocolat
18041	boissons sans alcool	Lait de coco ou Crème de coco
15014	fruits à coque et graines oléagineuses	Noix de coco, amande immature, fraîche
15007	fruits à coque et graines oléagineuses	Noix de coco, amande, sèche
15006	fruits à coque et graines oléagineuses	Noix de coco, amande mûre, fraîche
17630	huiles de poissons	Huile de foie de morue
26043	poissons crus	Cabillaud, cru
26023	poissons cuits	Cabillaud, rôti/cuit au four
26024	poissons cuits	Morue, salée, bouillie/cuite à l'eau
26098	poissons crus	Morue, salée, sèche
26025	poissons cuits	Cabillaud, cuit à la vapeur
18163	boissons sans alcool	Café au lait ou cappuccino au chocolat, poudre soluble
18160	boissons sans alcool	Café au lait ou cappuccino, poudre soluble
18151	boissons sans alcool	Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire
18003	boissons sans alcool	Café, moulu
18005	boissons sans alcool	Café, poudre soluble
18037	boissons sans alcool	Cola, sucré, avec édulcorants
18067	boissons sans alcool	Cola, sucré, sans caféine
18018	boissons sans alcool	Cola, sucré
18060	boissons sans alcool	Cola, non sucré, avec édulcorants
18068	boissons sans alcool	Cola, non sucré, avec édulcorants, sans caféine
26259	salades composées et crudités	Salade de chou ou Coleslaw, avec sauce, préemballée
17700	huiles et graisses végétales	Huile combinée (mélange d'huiles)
17701	huiles et graisses végétales	Huile combinée, mélange d'huile d'olive et de graines
26187	produits à base de poissons et produits de la mer	Anchois commun, mariné
26079	poissons crus	Anchois commun, cru
26057	poissons crus	Limande, crue
26103	poissons crus	Denté, cru
26061	poissons cuits	Sole, bouillie/cuite à l'eau
26062	poissons cuits	Sole, frite
26248	poissons cuits	Sole, poêlée
26058	poissons crus	Sole, crue
26060	poissons cuits	Sole, rôtie/cuite au four
26059	poissons cuits	Sole, cuite à la vapeur
12110	fromages	Comté
19027	laits	Lait concentré sucré, entier
19026	laits	Lait concentré non sucré, entier
24685	céréales de petit-déjeuner et biscuits	Cône ou cornet classique, pour glace
26127	poissons crus	Congre, cru
28910	charcuteries	Jambon cuit, choix
28913	charcuteries	Jambon cuit, choix, découenné dégraissé
28912	charcuteries	Jambon cuit, choix, avec couenne
28925	charcuteries	Jambon cuit, de Paris, découenné dégraissé
28803	charcuteries	Jambon cuit, fumé
28900	charcuteries	Jambon cuit, supérieur
28907	charcuteries	Jambon cuit, supérieur, à teneur réduite en sel
28906	charcuteries	Jambon cuit, supérieur, découenné dégraissé
28902	charcuteries	Jambon cuit, supérieur, découenné
28901	charcuteries	Jambon cuit, supérieur, avec couenne
28911	charcuteries	Épaule de porc, cuite, choix, découennée dégraissée
28924	charcuteries	Épaule de porc, cuite, standard, découennée dégraissée
30701	charcuteries	Saucisson cuit pur porc
28850	charcuteries	Coppa
11094	herbes	Coriandre, fraiche
11026	épices	Coriandre, graine
38105	céréales de petit-déjeuner et biscuits	Chips de maïs ou tortilla chips
9200	pâtes, riz et céréales	Maïs entier, cru
7813	pains et viennoiseries	Tortilla souple (à garnir), à base de maïs
12762	fromages	Fromage de brebis Corse à pâte molle
20171	légumes	Laitue romaine, crue
17170	huiles et graisses végétales	Huile de coton
12010	fromages	Coulommiers
7100	pains et viennoiseries	Pain, baguette ou boule, de campagne
7261	pains et viennoiseries	Pain de campagne maison (avec farine pour machine à pain)
8211	charcuteries	Pâté ou terrine de campagne
8250	charcuteries	Pâté ou terrine aux champignons (forestier)
20021	légumes	Courgette, pulpe et peau, cuite
20230	légumes	Courgette, pulpe et peau, surgelée, crue
20020	légumes	Courgette, pulpe et peau, crue
20264	légumes	Courgette, purée
9683	pâtes, riz et céréales	Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée
9681	pâtes, riz et céréales	Couscous (semoule de blé dur roulée précuite à la vapeur), crue
25127	plats composés	Couscous royal (avec plusieurs viandes)
25138	plats composés	Couscous au poulet
25107	plats composés	Couscous au poisson
25152	plats composés	Couscous à la viande
25029	plats composés	Couscous au mouton
25043	plats composés	Couscous à la viande ou au poulet, allégé
25150	plats composés	Couscous de légumes
13113	fruits	Canneberge ou cranberry, crue
37000	ingrédients divers	Base de pizza à la crème
11162	sauces	Sauce à la crème aux herbes
11192	sauces	Sauce aux champignons et à la crème, préemballée
11122	sauces	Sauce à l'échalote à la crème, préemballée
11161	sauces	Sauce à la crème aux épices
11159	sauces	Sauce à la crème
19433	crèmes et spécialités à base de crème	Spécialité à base de crème légère 8% MG, fluide ou épaisse
23829	gâteaux et pâtisseries	Crêpe préemballée, fourrée chocolat
23830	gâteaux et pâtisseries	Crêpe préemballée, fourrée fraise
23815	gâteaux et pâtisseries	Crêpe préemballée, fourrée au sucre
25549	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée béchamel fromage
25410	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée béchamel jambon fromage
25552	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée béchamel jambon fromage champignon
25562	pizzas, tartes et crêpes salées	Crêpe ou Galette complète (œuf, jambon, fromage)
25625	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée au poisson et / ou fruits de mer
25581	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée béchamel champignon, cuite
25411	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée béchamel champignon
25572	pizzas, tartes et crêpes salées	Crêpe ou Galette aux noix de St Jacques
23821	gâteaux et pâtisseries	Crêpe maison, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes
25409	pizzas, tartes et crêpes salées	Crêpe ou Galette fourrée béchamel jambon
23820	gâteaux et pâtisseries	Crêpe maison, fourrée à la confiture
23799	gâteaux et pâtisseries	Crêpe, nature, préemballée, rayon frais
23800	gâteaux et pâtisseries	Crêpe, nature, préemballée, rayon température ambiante
26157	poissons crus	Carangue, cru
7410	pains et viennoiseries	Tartine craquante, extrudée et grillée
24007	céréales de petit-déjeuner et biscuits	Biscuit sec croquant au chocolat, allégé en matière grasse
24031	céréales de petit-déjeuner et biscuits	Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse
26266	feuilletées et autres entrées	Croissant au jambon fromage
25418	feuilletées et autres entrées	Croissant au jambon
7650	pains et viennoiseries	Croissant aux amandes, artisanal
7620	pains et viennoiseries	Croissant au beurre, artisanal
7615	pains et viennoiseries	Croissant ordinaire, artisanal
7602	pains et viennoiseries	Croissant, sans précision
12832	fromages	Crottin de chèvre, au lait cru
12833	fromages	Crottin de chèvre, sans précision
12834	fromages	Crottin de Chavignol (fromage de chèvre)
38500	pains et viennoiseries	Croûton à l'ail aux fines herbes ou aux oignons, préemballé
7432	pains et viennoiseries	Croûtons nature, préemballés
7430	pains et viennoiseries	Croûtons
20019	légumes	Concombre, pulpe et peau, cru
20210	légumes	Concombre, pulpe, cru
15028	fruits à coque et graines oléagineuses	Cucurbitacées, graine
11042	épices	Cumin, graine
28800	charcuteries	Jambon cru
28801	charcuteries	Jambon cru, fumé
28804	charcuteries	Jambon cru, fumé, allégé en matière grasse
20012	légumes	Salade ou chicorée frisée, crue
20219	légumes	Chou frisé, cuit
20218	légumes	Chou frisé, cru
11132	sauces	Sauce au curry, préemballée
11005	épices	Curry, poudre
39209	produits laitiers frais et assimilés	Crème caramel, rayon frais
39211	produits laitiers frais et assimilés	Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais
39247	produits laitiers frais et assimilés	Crème dessert au caramel, rayon frais
39506	produits laitiers frais et assimilés	Crème dessert au chocolat, appertisée
39200	produits laitiers frais et assimilés	Crème dessert au chocolat, rayon frais
39246	produits laitiers frais et assimilés	Crème dessert au café, rayon frais
19673	produits laitiers frais et assimilés	Crème dessert, allégée en MG, rayon frais
39214	produits laitiers frais et assimilés	Crème dessert à la vanille, appertisée
39229	produits laitiers frais et assimilés	Crème dessert à la vanille, rayon frais
19681	produits laitiers frais et assimilés	Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais
13170	laits et boissons infantiles	Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois
13163	laits et boissons infantiles	Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois
13169	laits et boissons infantiles	Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois
13173	laits et boissons infantiles	Boisson infantile céréales lactées pour le petit déjeuner
13162	laits et boissons infantiles	Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois
13161	laits et boissons infantiles	Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois
13164	desserts infantiles	Dessert lacté infantile type crème dessert
13166	desserts infantiles	Dessert lacté infantile nature sucré ou aux fruits
13165	desserts infantiles	Dessert lacté infantile au riz ou à la semoule
19508	produits laitiers frais et assimilés	Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré
19537	produits laitiers frais et assimilés	Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré
19538	produits laitiers frais et assimilés	Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei
19535	produits laitiers frais et assimilés	Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré
16713	beurres	"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux"
16712	beurres	"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux"
20038	légumes	Pissenlit, cru
31080	chocolats et produits à base de chocolat	Chocolat noir fourré praliné, tablette
31005	chocolats et produits à base de chocolat	Chocolat noir à moins de 70% de cacao, à croquer, tablette
31085	chocolats et produits à base de chocolat	Chocolat noir à 40% de cacao minimum, à pâtisser, tablette
31074	chocolats et produits à base de chocolat	Chocolat noir à 70% cacao minimum, extra, dégustation, tablette
31070	chocolats et produits à base de chocolat	Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette
31069	chocolats et produits à base de chocolat	Chocolat noir aux fruits (orange, framboise, poire), tablette
31030	chocolats et produits à base de chocolat	Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette
31072	chocolats et produits à base de chocolat	Chocolat noir fourrage confiseur à la menthe
13011	fruits	Datte, pulpe et peau, sèche
25056	plats composés	Gratin dauphinois
4021	pommes de terre et autres tubercules	Pomme de terre dauphine, surgelée, cuite
4020	pommes de terre et autres tubercules	Pomme de terre dauphine, surgelée, crue
18069	boissons sans alcool	Café, décaféiné, poudre soluble
18072	boissons sans alcool	Café décaféiné, instantané, non sucré, prêt à boire
18070	boissons sans alcool	Café décaféiné, non instantané, non sucré, prêt à boire
10059	mollusques et crustacés crus	Crevette rose, crue
23008	gâteaux et pâtisseries	Entremets type Opéra
20051	légumes	Macédoine de légumes, appertisée, égouttée
11093	herbes	Aneth, frais
30177	charcuteries	Diot, cru
23885	gâteaux et pâtisseries	Beignet fourré goût chocolat, préemballé
23884	gâteaux et pâtisseries	Beignet fourré aux fruits, préemballé
23881	gâteaux et pâtisseries	Beignet à la confiture
23880	gâteaux et pâtisseries	Beignet rond moelleux, sans fourrage, saupoudré de sucre
19641	produits laitiers frais et assimilés	Faisselle, 6% MG environ
9822	pâtes, riz et céréales	Pâtes sèches, aux œufs, cuites, non salées
9821	pâtes, riz et céréales	Pâtes sèches, aux œufs, crues
9811	pâtes, riz et céréales	Pâtes sèches standard, cuites, non salées
9824	pâtes, riz et céréales	Pâtes sèches, sans gluten, cuites, non salées
9874	pâtes, riz et céréales	Pâtes sèches, sans gluten, crues
9810	pâtes, riz et céréales	Pâtes sèches standard, crues
9871	pâtes, riz et céréales	Pâtes sèches, au blé complet, cuites, non salées
9870	pâtes, riz et céréales	Pâtes sèches, au blé complet, crues
24686	céréales de petit-déjeuner et biscuits	Génoise sèche fourrée aux fruits et nappée de chocolat
28802	charcuteries	Jambon sec, découenné, dégraissé
28812	charcuteries	Jambon sec
30311	charcuteries	Saucisson sec aux noix et/ou noisettes
30300	charcuteries	Saucisson sec
30301	charcuteries	Saucisson sec pur porc
30302	charcuteries	Saucisson sec pur porc, qualité supérieure
30316	charcuteries	Chorizo supérieur, doux ou fort, type saucisse sèche
4034	pommes de terre et autres tubercules	Pomme de terre duchesse, surgelée, cuite
4042	pommes de terre et autres tubercules	Pomme de terre duchesse, surgelée, crue
8111	charcuteries	Canard, magret fumé
8109	charcuteries	Confit de canard, viande (cuisse), sans peau, réchauffé
22060	œufs	Oeuf de cane, cru
16550	autres matières grasses	Graisse de canard
8315	charcuteries	Mousse de canard
8232	charcuteries	Terrine de canard
25058	plats composés	Canard en sauce (poivre vert, chasseur, etc.)
36206	viandes crues	Canard, magret, cru
36203	viandes crues	Canard, cuisse avec peau, sans os, crue
36205	viandes cuites	Canard, magret, grillé/poêlé
36204	viandes crues	Canard, viande et peau, cru
36200	viandes cuites	Canard, viande et peau, rôti/cuit au four
36201	viandes crues	Canard, viande, crue
36202	viandes cuites	Canard, viande, rôtie/cuite au four
31040	confitures et assimilés	Confiture de lait
20988	algues	Dulse (Palmaria palmata), séchée ou déshydratée
25110	plats composés	Ravioli chinois à la vapeur à la crevette, cuit
9083	plats composés	Blé dur précuit, grains entiers, cuisiné, à poêler
9081	pâtes, riz et céréales	Blé dur précuit, grains entiers, cuit, non salé
9610	pâtes, riz et céréales	Semoule de blé dur, crue
9082	plats composés	Blé dur précuit cuisiné, en sachet micro-ondable
9060	pâtes, riz et céréales	Blé dur entier, cru
4029	pommes de terre et autres tubercules	Pomme de terre primeur, sans peau, bouillie/cuite à l'eau
23477	gâteaux et pâtisseries	Éclair
12729	fromages	Edam
25420	feuilletées et autres entrées	Nem ou Pâté impérial
25582	feuilletées et autres entrées	Nem ou Pâté impérial, au poulet, cuit
25583	feuilletées et autres entrées	Nem ou Pâté impérial, au porc, cuit
25584	feuilletées et autres entrées	Nem ou Pâté impérial, aux crevettes et/ou au crabe, cuit
22008	œufs	Oeuf, blanc (blanc d'oeuf), cuit
22004	œufs	Oeuf, blanc (blanc d'oeuf), en poudre
22001	œufs	Oeuf, blanc (blanc d'oeuf), cru
22009	œufs	Oeuf, jaune (jaune d'oeuf), cuit
22003	œufs	Oeuf, jaune (jaune d'oeuf), en poudre
22002	œufs	Oeuf, jaune (jaune d'oeuf), cru
22505	œufs	Oeuf, au plat, sans matière grasse
22010	œufs	Oeuf, dur
22011	œufs	Oeuf, poché
22013	œufs	Oeuf, en poudre
22000	œufs	Oeuf, cru
22502	œufs	Oeuf, brouillé, avec matière grasse
22014	œufs	Oeuf, à la coque
25052	plats composés	Gratin d'aubergine
20002	légumes	Aubergine, cuite
20053	légumes	Aubergine, crue
13126	fruits	Sureau, baie, crue
12115	fromages	Emmental ou emmenthal
12118	fromages	Emmental ou emmenthal râpé
18352	boissons sans alcool	Boisson énergisante, sucrée
18353	boissons sans alcool	Boisson énergisante, non sucrée, avec édulcorants
7257	pains et viennoiseries	Muffin anglais, petit pain spécial, préemballé
7256	pains et viennoiseries	Muffin anglais, complet, petit pain spécial, préemballé
12038	fromages	Époisses
20090	légumes	Scarole, crue
18071	boissons sans alcool	Café expresso, non instantané, non sucré, prêt à boire
26072	poissons crus	Bar commun ou loup, cru, sans précision
27030	poissons cuits	Bar commun ou loup, rôti/cuit au four
26120	poissons cuits	Merlu, cuit à l'étouffée
26044	poissons crus	Merlu, cru
10036	mollusques et crustacés crus	Huître plate, crue
27010	poissons crus	Perche, crue
27005	poissons cuits	Perche, rôtie/cuite au four
26231	produits à base de poissons et produits de la mer	Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés
26136	poissons cuits	Sardine, grillée
26034	produits à base de poissons et produits de la mer	Sardine, à l'huile, appertisée, égouttée
26040	produits à base de poissons et produits de la mer	Sardine, à l'huile d'olive, appertisée, égouttée
26035	produits à base de poissons et produits de la mer	Sardine, sauce tomate, appertisée, égouttée
26065	poissons crus	Sardine, crue
26002	produits à base de poissons et produits de la mer	Carrelet ou plie, pané, frit
26204	poissons crus	Plie commune, crue
26003	poissons cuits	Carrelet ou plie, cuit à la vapeur
26173	poissons crus	Sprat, cru
25460	pizzas, tartes et crêpes salées	Fajitas
25571	plats composés	Falafel ou Boulette de pois-chiche et/ou fève, frite
20118	légumes	Fenouil, bouilli/cuit à l'eau
20028	légumes	Fenouil, cru
11066	épices	Fenouil, graine
11077	épices	Fenugrec, graine
19801	produits laitiers frais et assimilés	Lait fermenté à boire, nature, maigre
19805	produits laitiers frais et assimilés	Lait fermenté à boire, nature, au lait entier
19539	produits laitiers frais et assimilés	Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus
19546	produits laitiers frais et assimilés	Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus
19542	produits laitiers frais et assimilés	Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus
12063	fromages	Fromage type feta, au lait de vache, à l'huile et aux aromates
12060	fromages	Fromage type feta, au lait de vache
12061	fromages	Feta de brebis
13013	fruits	Figue, sèche
13012	fruits	Figue, crue
12705	fromages	Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG
12741	fromages	Fromage à pâte ferme environ 27% MG type Maasdam
25038	plats composés	Gratin ou cassolette de poisson et / ou fruits de mer, cuit
25154	plats composés	Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson
25416	sandwichs	Burger au poisson
25539	plats composés	Brochette de poisson
25037	plats composés	Gratin ou cassolette de poisson et / ou fruits de mer, à cuire
25151	feuilletées et autres entrées	Feuilleté au poisson et / ou fruits de mer
8932	charcuteries	Quenelle de poisson, en sauce
8933	charcuteries	Quenelle de poisson, crue
8291	produits à base de poissons et produits de la mer	Terrine de poisson
25086	plats composés	Poisson blanc à la bordelaise
26030	produits à base de poissons et produits de la mer	Poisson pané, frit
26029	produits à base de poissons et produits de la mer	Poisson pané, surgelé, cru
26028	produits à base de poissons et produits de la mer	Poisson, croquette ou beignet ou nuggets, frit
26054	plats composés	Poisson en sauce, surgelé
20508	légumineuses	Haricot flageolet, appertisé, égouttés
20513	légumineuses	Haricot flageolet, cuit
20537	légumineuses	Haricot flageolet, surgelé
20540	légumineuses	Haricot flageolet, vert, cuit
20539	légumineuses	Haricot flageolet, vert, sec
25550	pizzas, tartes et crêpes salées	Flammenkueche ou Tarte flambée aux lardons
23525	gâteaux et pâtisseries	Flan pâtissier aux oeufs ou à la parisienne
19674	produits laitiers frais et assimilés	Flan aux œufs, rayon frais
20269	légumes	Haricot plat, cru
5022	boisson alcoolisées	Cidre aromatisé (framboise)
15052	fruits à coque et graines oléagineuses	Lin, brun, graine
15034	fruits à coque et graines oléagineuses	Lin, graine
39215	produits laitiers frais et assimilés	Ile flottante, rayon frais
24056	céréales de petit-déjeuner et biscuits	Florentin (biscuit sec sucré chocolaté aux amandes)
7811	sandwichs	Focaccia, garnie
12121	fromages	Fontina
7812	sandwichs	Fougasse, garnie
12522	fromages	Fourme d'Ambert
12519	fromages	Fourme de Montbrison
30134	charcuteries	Saucisse de Francfort
20062	légumes	Haricot vert, appertisé, égoutté
20030	légumes	Haricot vert, cuit
20071	légumes	Haricot vert, surgelé, cuit
20070	légumes	Haricot vert, surgelé, cru
20257	légumes	Haricots verts, purée
20061_1	légumes	Haricot vert importé par avion, cru
20061_2	légumes	Haricot vert, cru
4032	pommes de terre et autres tubercules	Frites de pommes de terre, surgelées, cuites en friteuse
4046	pommes de terre et autres tubercules	Frites de pommes de terre, surgelées, pour cuisson en friteuse
4045	pommes de terre et autres tubercules	Frites de pommes de terre, surgelées, pour cuisson micro-ondes
4044	pommes de terre et autres tubercules	Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four
4030	pommes de terre et autres tubercules	Frites de pommes de terre, surgelées, rôties/cuites au four
39236	produits laitiers frais et assimilés	Pain perdu
23589	gâteaux et pâtisseries	Gâteau au fromage blanc
19646	produits laitiers frais et assimilés	Fromage blanc nature, 3% MG environ
19649	produits laitiers frais et assimilés	Fromage blanc nature, gourmand, 8% MG environ
19644	produits laitiers frais et assimilés	Fromage blanc nature, 0% MG
19659	produits laitiers frais et assimilés	Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ
9816	pâtes, riz et céréales	Pâtes fraîches, aux œufs, cuites, non salées
9815	pâtes, riz et céréales	Pâtes fraîches, aux œufs, crues
25149	plats composés	Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites
25181	plats composés	Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues
25155	plats composés	Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites
25182	plats composés	Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues
25158	plats composés	Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites
25157	plats composés	Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues
25193	plats composés	Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites
25203	plats composés	Pâtes fraîches farcies (ex : ravioli), aux légumes, crues
26170	poissons crus	Brème, cru
51511	pâtes, riz et céréales	Frik (blé dur immature concassé), cuit, non salé
51510	pâtes, riz et céréales	Frik (blé dur immature concassé), cru
25438	feuilletées et autres entrées	Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)
25558	feuilletées et autres entrées	Brick au boeuf
25557	feuilletées et autres entrées	Brick à l'oeuf
25559	feuilletées et autres entrées	Brick à la pomme de terre
39530	desserts glacés	Citron givré ou Orange givrée (sorbet)
39502	desserts glacés	Dessert glacé type mystère ou vacherin
39516	desserts glacés	Dessert glacé feuilleté, à partager
39512	desserts glacés	Dessert glacé, type sundae
39517	glaces	Glace au yaourt
31077	sucres, miels et assimilés	Fructose
13159	laits et boissons infantiles	Boisson aux fruits pour bébé dès 4/6mois
23909	gâteaux et pâtisseries	Cake aux fruits
23531	gâteaux et pâtisseries	Charlotte aux fruits
13708	fruits	Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, égoutté
13709	fruits	Macédoine ou cocktail ou salade de fruits, au sirop léger, appertisé, non égoutté
13706	fruits	Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, égoutté
13707	fruits	Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté
31014	confiseries non chocolatées	Pâte de fruits
18343	boissons sans alcool	Boisson au jus de fruit et au lait
39220	produits laitiers frais et assimilés	Liégeois aux fruits
