code;name;address;lat;lng
CZ 41740163 ES;JIP východočeská a.s.;Tovární 242/12, 36225 Nová Role;50.2703442;12.7769163
CZ 41810059 ES;Drůbeží porážka - Dolina;Dolina č. p. 12, 35708 Krajková;50.98864435;14.316540669246548
CZ 41810060 ES;Probitas spol. s r.o.;Šafářské Domky 500, Klášter, 36461 Teplá;49.9708287;12.8818687
CZ 41840007 ES;VLS ČR, s.p., LS Dolní Lomnice - Lučiny;Lučiny č. p. 17, 36272 Doupovské Hradiště;50.2330304;13.0142164
CZ 41840018 ES;VLS ČR, s.p., LS Valeč;Chyše, Valeč, 36455 Chyše;49.7439047;15.3381061
CZ 41840063 ES;Zvěřina BERBERA s.r.o.;Tachovská Huť, objekt na stav.parcele č.414;49.9343868;12.6030795
CZ 41850042 ES;Nežichovká mlékárna;Nežichov č. p. 8, 36401 Toužim;50.0104755;13.0161828
CZ 41850064 ES;MINIMLÉKÁRNA BOR;Bor č. p. 98, 36001 Sadov;49.2126303;14.200783
CZ 41850121 ES;Sýrárna Abertamy;Farní 28, 36235 Abertamy;49.6861438;18.3491888
CZ 4187 ES;RABBIT Trhový Štěpánov a.s.;RABBIT Trhový Štěpánov a.s., Hroznětín, 36233 Hroznětín;50.3093823;12.872995
CZ 41880023 ES;OLI-AGRO s.r.o.;Nadlesí, 35731 Loket;50.7688724;14.4811165
CZ 419 ES;Zemedelské družstvo vlastníku Mrákotín;Prosetín u Hlinska, 53973 Prosetín;49.7439047;15.3381061
CZ 41910061 ES;Hovězí porážka Hlinky;Hlinky, 36001 Stanovice;49.1918502;16.5757565
CZ 41910072 ES;ZEPHYR;Poustka u Františkových Lázní, 35002 Poustka;49.7439047;15.3381061
CZ 41910083 ES;Jatka Kámen;Kámen č. p. 51, 35801 Kraslice;49.7118463;15.5228938
CZ 41910094 ES;Jatky Milhostov;Milhostov č. p. 87, 35002 Milhostov;50.1599202;12.4584444
CZ 41920039 ES;Hovězí výroba Dolní Rychnov;Bergmannova 73, 35604 Dolní Rychnov;50.1626517;12.63675
CZ 41920062 ES;ing. Dušan Michálek;Sokolovská 1036/124e, Rybáře, 36005 Karlovy Vary;50.2348959;12.8478977
CZ 41920073 ES;DCH Bohemia Trade a.s.;Sokolovská 1036/124e, Rybáře, 36005 Karlovy Vary;50.2348959;12.8478977
CZ 41940042 ES;Josef Pelant;Žalmanov č. p. 83, 36471 Stružná;50.190798;12.983349
CZ 41940109 ES;ŘEZNICTVÍ S BISTREM ABERTAMY;Farní 28, 36235 Abertamy;49.6861438;18.3491888
CZ 41940121 ES;Řeznictví-uzenářství Šindelová;Šindelová č. p. 116, 35801 Šindelová;50.3187585;12.6028061
CZ 41960055 ES;UNDERCLIFF s.r.o.;Nádražní 325/84, 35733 Loket;50.192996;12.7491322
CZ 41960123 ES;Tur-com;Západní 395, 36233 Hroznětín;50.3088059;12.8611769
CZ 4228 ES;TANY, spol. s r.o.;Československých legií 563, 34022 Nýrsko;49.289095599999996;13.136871793333347
CZ 423 ES;Zpracovna ryb, Úsilné;Úsilné č. p. 150, 37010 Úsilné;49.009473;14.4972285
CZ 4233 ES;Minimlékárna JOMA;Dolní Lhota u Klatov, 34021 Janovice nad Úhlavou;49.7439047;15.3381061
CZ 4237 ES;SPAK Foods s.r.o. - výrobna majonéz;Nádražní 623, Sušice II, 34201 Sušice;49.5637367;17.7412856
CZ 425 ES;Zpracovna ryb Třeboň;Sádecká 230, Třeboň II, 37901 Třeboň;48.9968427;14.7716899
CZ 4274 ES;KVARDA spol.s r.o., Řeznictví u Kvardů;Plzenecká 220/2, Východní Předměstí, 32600 Plzeň;49.7361672;13.3895067
CZ 42740007 ES;TAMDA ÚSTÍ  s.r.o.;Havířská 352/17, Všebořice, 40010 Ústí nad Labem;50.6891483;13.982357114431725
CZ 42740018 ES;Sklad potravinové banky Džbánsko, z.s.;Dobříčany č. p. 92, 43801 Liběšice;50.302603;13.6062651
CZ 42740029 ES;SAMBULAR s.r.o.;Srbická T4, 41501 Teplice;50.6606811;13.8560881
CZ 42740030 ES;Výrobna delikates a antipast;Pražská 673, Miřetice u Klášterce nad Ohří, 43151 Klášterec nad Ohří;49.9339825;14.2804463
CZ 42740041 ES;CHYKO UZENINY s.r.o.;Aléská 267, Pražské Předměstí, 41801 Bílina;50.5420578;13.7761198
CZ 42740074 ES;Verner Tomáš;Brloh č. p. 76, 44001 Louny;50.3203088;13.8246534
CZ 42740096 ES;Ivo Dvořák;Zahradní 329, 43111 Jirkov;49.4365454;12.9205796
CZ 42740118 ES;Family Market Louny;Postoloprtská 2767, 44001 Louny;50.3525708;13.7627313
