Nº RGSEAA; Razón Social;Provincia/Localidad;lat;lng;Actividades;Especies;Otros Detalles
15.007848/GC;Cabrera Cabrera, Jesús Salvador;Palmas, Las/TINAJO;29.0665734;-13.6764517;PP;;
15.007849/GC;Padilla Ruíz, Olga;Palmas, Las/PUERTO DEL ROSARIO;27.9254273;-15.5725797;PP;;
12.021449/C;ANACO SOCIEDADE COOPERATIVA GALEGA;Coruña, A/SANTIAGO DE COMPOSTELA;42.8804219;-8.5458608;PP;;
40.049462/OU;CONXELADOS A PORTELA SC;Ourense/VERIN;41.9406091;-7.4406032;CS;;
40.049437/M;AB MAURI FOOD, S.A.;Madrid/ARROYOMOLINOS;40.2729225;-3.9157978;CS;;
40.049439/M;ALCALDE DIAZ, CARLOS;Madrid/LEGANES;40.3281942;-3.76527;CS;;
40.049443/M;COMERCIO Y DISTRIBUCIONES SEFEMAR S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
26.014929/A;BROTONS GARCIA, MANUEL;Alicante/Alacant/IBI;38.360332;-0.4997332;PP;;MP
40.049472/A;HUEVOS Y AVES PEPE QUILES, S.L.U.;Alicante/Alacant/ELCHE/ELX;38.2653181;-0.6988488;CS;;
40.049473/V;VACUM CARNES DE LUJO, S.L.;Valencia/València/LORIGUILLA;39.4900808;-0.3864529;CS;;
10.025167/SG;HERMANOS CHICO GALINDO, S.A.;Segovia/SANCHONUÑO;41.3234933;-4.3052465;CP, PP;;MP
10.025168/B;ELABORATS CASOLANS PRAT SLU;Barcelona/CERCS;42.1463987;1.8606233;MM, MP;;
14.003061/SA;ASOCIACIÓN BANCO DE ALIMENTOS DE SALAMANCA;Salamanca/SALAMANCA;40.9651572;-5.6640182;EPC;;
40.049482/M;DISTRIBUCIONES MERFRIO, S.L.;Madrid/ALGETE;40.5961652;-3.4974246;CS;;
40.049493/V;PEPE NAVARRO, S.L.;Valencia/València/VALENCIA;39.4699014;-0.3759513;CS;;
15.007851/CA;GLOBALIDER S.L.;Cádiz/ALGECIRAS;36.1310804;-5.4487055;RW;;
10.025169/BI;CARNICAS HALAL CALIDAD LABEL, S.L.;Bizkaia/BILBAO;43.2629642;-2.9349478;RW;;
14.003063/B;RIAL FLORES, SANDRA;Barcelona/VIVER I SERRATEIX;41.94976665;1.8014849914;EPC;;
15.007852/SS;ANDONI EGIA ARREGI ETA BESTEAK EZ;Gipuzkoa/ORENDAIN;43.0794987;-2.1141376;PP;;
10.025170/BA;EL MEJOR CORTE S.L.;Badajoz/ALBURQUERQUE;39.22092025;-7.0010683433;RW;;MP
10.025172/O;JAMONES EL CASTILLO SA;Asturias/NOREÑA;43.3940155;-5.706712;RW;;MP
40.049497/V;CHINESE TRADING VALENCIA, S.L.;Valencia/València/ALDAIA;39.4397731;-0.4392901;CS;;
40.049499/V;DISALFRIO CENTROS LOGISTICOS, S.L.;Valencia/València/MASIA DEL JUEZ;39.4337407;-0.5221248;CS;;
40.049548/Z;PAESA FORTUN, MARIA LUISA;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
26.014940/Z;SANCHO GARCÍA, IGNACIO;Zaragoza/CASTEJON DE VALDEJASA;41.9822716;-0.9940722;PP;;MP
40.049521/J;CANO ALCANTARA FELIX;Jaén/TORRE DEL CAMPO;37.8346057;-3.903805551;CS;;
12.021451/J;PESCADOS ROSALES S.L.;Jaén/JAEN;37.7728858;-3.7883289;CS;;
40.049544/B;ISLAMABAD DONER PRODUCTION SL;Barcelona/MONTCADA I REIXAC;41.4800277;2.1873031;CS;;
26.014944/B;YAYA MARIA SL;Barcelona/SANT JOAN DESPI;41.9001033;2.2831232;PP;;MP
10.025174/OU;FRANCISCO JAVIER RODRIGUEZ RODRIGUEZ;Ourense/RIOS;41.9745769;-7.2823706;PP;;MP
12.021453/C;PLATOS PREPARADOS PESCASANA S.L.;Coruña, A/POBRA DO CARAMIÑAL (A);42.6046249;-8.9402045;CS, RW, PP, FFP;;
10.025173/BA;GANADEROS DEL CULEBRIN S.L.;Badajoz/MONESTERIO;38.0881974;-6.2726747;RW;;MP
14.003064/CC;GOMEZ NIETO, FRANCISCO JESUS;Cáceres/ALDEANUEVA DEL CAMINO;40.2584265;-5.9300309;EPC;;
12.021457/S;CENTRAL BURGALESA DE PESCADOS SL;Cantabria/PEÑACASTILLO;43.4472161;-3.8568870755;CS;;
10.025175/BU;RODRIGO VILLANUEVA ARCEREDILLO;Burgos/BURGOS;42.343926;-3.696977;MM, MP, PP;;MP
12.021458/CA;VEZAMAR 2011 S.L.;Cádiz/BARBATE;36.1899697;-5.9200967;RW;;
15.007854/TO;GREENBARGAS, S.L.;Toledo/BARGAS;39.9393212;-4.0201526;PP;;
15.007855/TO;SENOBLE IBÉRICA S.L.U.;Toledo/TALAVERA DE LA REINA;39.96071;-4.8299634;PP;;
26.014950/CR;LOS SERRANO PRECOCINADOS, S.L.;Ciudad Real/ARGAMASILLA DE ALBA;39.1285433;-3.0905091;PP;;MP
15.007853/TF;Juan Carlos Rodríguez González;Santa Cruz de Tenerife/ARICO;28.1665942;-16.5016992;PP;;
26.014964/B;DAILYFLATS SL;Barcelona/BARCELONA;41.3825596;2.1771353;PP;;MP
10.025179/GR;CARNES FRESCAS LA ESPERANZA S.L.U.;Granada/BAZA;37.4888637;-2.7709805;CS;;
40.049652/H;SPELIA S.L.;Huelva/SAN JUAN DEL PUERTO;37.3142155;-6.8407764;CS;;
12.021462/H;VEGA MARTIN ANTONIO;Huelva/ISLA CRISTINA;37.2036925;-7.3238913;PP, FFP;;
12.021463/MU;PESCADOS HERMANOS NAREJO, S.L.;Murcia/ALCANTARILLA;37.9674749;-1.2149852;WM;;
12.021464/MU;CODIPES, S.L.;Murcia/ALCANTARILLA;37.9674749;-1.2149852;WM;;
40.049648/L;SERRA ROIG, CARLES;Lleida/TARREGA;41.6472781;1.1409088;CS, RW;;
10.025180/B;VALLESCARN 2012 SCP;Barcelona/TERRASSA;41.5697302;2.0132071;CP;;
40.049653/H;ABDELHAFID BOUFELJAT;Huelva/HUELVA;37.2563859;-6.9496708;CS;;
10.025181/V;TORRES DOMINGO, JORGE;Valencia/València/VALENCIA;39.4699014;-0.3759513;MM, MP;;
40.049658/B;ALIMENTOS CONGELADOS FRIMAN SA;Barcelona/SANT FRUITOS DE BAGES;41.9001033;2.2831232;CS;;
10.025183/B;EL REGUER SCP;Barcelona/TARADELL;41.8762624;2.2859511;CS, PP;;MP
40.049662/B;FRIGORIFICOS COLLBATALLE SL;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
40.049675/B;TRANSPORTES FRIGORIFICOS PROFESIONALES SL;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
14.003065/B;XAIS DM SCP;Barcelona/SANTA MARIA DE BESORA;41.6110502;2.1374456;RW;;
40.049683/GC;Anidia, S.A.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.049706/BI;LA MORENA PRODUCTOS DE ALIMENTACIÓN, S.L.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
12.021467/GC;Pérez Cabrera, Tomás Isidro;Palmas, Las/TIAS;29.0665734;-13.6764517;CS;;
10.025186/SE;CARNICAS DEL BATAN S.L.;Sevilla/MAIRENA DEL ALJARAFE;37.3444908;-6.0606771;CP, MM, MP, PP;;MP
40.049709/SE;CARNICAS DEL BATAN S.L.;Sevilla/MAIRENA DEL ALJARAFE;37.3444908;-6.0606771;CS;;
26.014983/NA;SABORES DE LA RIBERA, S.L.;Navarra/CARCAR;42.3912902;-1.9748128;PP;;MP
10.025188/M;EUROANCHOAS CONSERVERA MADRILEÑA, S.L.;Madrid/SAN SEBASTIAN DE LOS REYES;40.5473698;-3.6260586;CP;;
12.021469/M;PESCADOS DE LA IGLESIA, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
40.049729/A;DISTRIBUCIONES ALIMENTARIAS LOS SALAOS, S.L.;Alicante/Alacant/PETRER;38.3871831;-0.4908935;CS;;
26.014987/M;MORERA ZABALEGUI, ALFREDO;Madrid/VILLACONEJOS;40.4324714;-3.2986182;PP;;MP
15.007856/CC;HELADERA DE EXTREMADURA S.L.;Cáceres/MALPARTIDA DE CACERES;39.445575;-6.5058549;PP;;
15.007857/CC;INDUSTRIAS LACTEAS MORAN SALPICO S.L.;Cáceres/CASAR DE CACERES;39.5614765;-6.4171236;CS, PP;;
40.049720/M;EL OBRADOR ARTESANO DE SIANA S.L.U.;Madrid/GETAFE;40.3081807;-3.7302679;CS;;
40.049737/PO;HERMANOS RODRIGUEZ BARBANCHO SL;Pontevedra/VILABOA;42.3433984;-8.66385178;CS;;
12.021471/PO;PESCADOS Y CONGELADOS ESPAMAR SL - BUQUE CONGELADOR NUEVO SALMON;Pontevedra/VIGO;42.2376602;-8.7247205;ZV;;
40.049740/B;BOSCH BIOSCA, JOSEP ANTONI;Barcelona/SANT FELIU SASSERRA;41.9001033;2.2831232;CS;;
12.021472/T;LES CASES PEIX I MARISC SL;Tarragona/SANT CARLES DE LA RAPITA;40.9568838;0.3381776;RW;;
10.025190/B;DEL AMOR SALINAS, ESTEBAN;Barcelona/GRANOLLERS;41.6079555;2.2876008;RW;;MP
40.049754/A;LCQ HUELVA 2011, S.L.U.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS, RW;;
12.021475/C;PESCADOS RAMOS DE RIBEIRA, S.L;Coruña, A/RIBEIRA;43.2301615;-8.3139596;CS;;
40.049781/B;2007-BISMIL 2 SL;Barcelona/GARRIGA (LA);41.6849111;2.2865796;CS;;
40.049782/B;AGRIMEDI SCP;Barcelona/GAVA;41.3050933;2.0063126;CS, RW;;
10.025197/GI;CARNS FIGUERES SLU;Girona/ORDIS;42.2185591;2.9072143;CP, MM, MP, PP;;MP
10.025198/B;CASACERDANYA ALIMENTACIÓ SL;Barcelona/SANT CUGAT DEL VALLES;41.9001033;2.2831232;CS, RW, CP, MM, MP;;MP
40.049787/B;ELABORADOS UCEDA SCP;Barcelona/TERRASSA;41.5697302;2.0132071;CS;;
40.049793/T;J. MILA SA;Tarragona/SANTA OLIVA;41.4453774;1.2469434;CS;;
15.007859/GI;MUNTANYA MASANA, MARC AUGUST;Girona/RIUDAURA;42.1887348;2.4093804;PP;;
12.021476/B;PACTIMI SL;Barcelona/BARCELONA;41.3825596;2.1771353;CS, FFP;;
12.021477/L;PEIX I MARISC RAMON CUÑAT SL;Lleida/AGRAMUNT;41.7876693;1.0986828;CS;;
12.021478/GI;PEIXOS TORRENT SL;Girona/PALAFRUGELL;41.9183618;3.1619905;FFP;;
15.007860/TF;Central Reguladora de Productos Lácteos de Tenerife, S.L.;Santa Cruz de Tenerife/CANDELARIA;28.3546715;-16.3710091;PP;;
15.007861/J;MOYA SERRANO MARIA DEL PILAR;Jaén/NOALEJO;37.5289448;-3.6535053;PP;;
40.049819/J;MOLINA MORENO MANUEL JESUS;Jaén/JAEN;37.7728858;-3.7883289;CS;;
40.049822/CO;PEREZ MUÑOZ ALFONSO;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
12.021483/BA;BAQUERO GARCIA, FERNANDO;Badajoz/ACEUCHAL;38.6479821;-6.486997;PP;;SN
15.007862/SE;LOPEZ GOMEZ FRANCISCO;Sevilla/ARAHAL;37.2623933;-5.5449325;PP;;
40.049863/H;ASOCIACION BANCO DE ALIMENTOS DE HUELVA;Huelva/HUELVA;37.2563859;-6.9496708;CS;;
10.025200/MA;HERMANOS SERRALVO HIJANO S.C.;Málaga/VELEZ-MALAGA;36.7821366;-4.0992542;CP;;
40.049864/MA;HERMANOS SERRALVO HIJANO S.C.;Málaga/VELEZ-MALAGA;36.7821366;-4.0992542;RW;;
40.049881/TF;Vanesa Bermúdez Luis;Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA;28.6785148;-17.7670629;CS;;
10.025201/C;ELBECA GANADERA S.L.U;Coruña, A/BETANZOS;43.2791691;-8.2106329;CS, CP, PP;;MP, ST
40.049890/PO;PEREIRA PRODUCTOS DEL MAR, S.A.;Pontevedra/VIGO;42.2376602;-8.7247205;CS;;
10.025202/Z;CARNICAS RUDESE, S.L.;Zaragoza/MAELLA;41.1221513;0.139357;PP;;MP
15.007863/NA;QUESERIA FRANCIA ESPAÑA, S.L.;Navarra/TUDELA;42.0639202;-1.6051916;PP;;
12.021492/O;MARISCOS ASTURMAR SL;Asturias/GIJON;43.5450394;-5.6626443;CS;;
12.021490/M;EL DESEMBARCO MADRID, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
26.015020/M;GOURMETS AVANS, S.L.;Madrid/SAN SEBASTIAN DE LOS REYES;40.5473698;-3.6260586;PP;;MP
26.015022/M;SUSHITODAY, S.L.;Madrid/MOSTOLES;40.3238525;-3.8649214;PP;;MP
10.025203/SE;COSTCO WHOLESALE SPAIN S.L.U.;Sevilla/SEVILLA;37.3886303;-5.9953171;MM, MP, PP;;MP
26.015023/SE;COSTCO WHOLESALE SPAIN S.L.U.;Sevilla/SEVILLA;37.3886303;-5.9953171;PP;;
14.003067/S;LA BUSTA CENTRO DE JARDINERIA SL;Cantabria/BUSTA (LA);43.3230437;-3.7917996;EPC;;
14.003068/S;JOSE MANUEL BALBOA RAMOS;Cantabria/CASTILLO;43.2725652;-4.341816;EPC;;
15.007864/MA;STRACCHINO S.L.;Málaga/COIN;36.6588629;-4.7570121;PP;;
12.021495/PO;PESCADOS OLINOE J. SLU;Pontevedra/MARIN;42.3922393;-8.7029421;RW;;
10.025209/SE;DE LA PRIDA SANCHEZ ELOY;Sevilla/ALCALA DE GUADAIRA;37.3397709;-5.8408396;PP;;MP
26.015049/MA;GOYO S.L.;Málaga/MARBELLA;36.5109076;-4.8808438;PP;;MP
40.050024/BI;TRANSSEVE, S.L.;Bizkaia/ERANDIO;43.304913;-2.9738085;CS;;
15.007865/CC;ALBÁ ALIAGA, JOAN;Cáceres/ZARZA LA MAYOR;39.8760644;-6.8616517;PP;;
26.015052/V;LA NUEVA CARNICERIA, S.L.;Valencia/València/AYORA;39.0597168;-1.0571617;PP;;MP
15.007866/O;AGROALIMENTARIA DEL ORIENTE SL;Asturias/RIBADESELLA;43.4461428;-5.0832116508;RW;;
10.025210/A;ES SAGHIR, ALI;Alicante/Alacant/CALLOSA DE SEGURA;38.1251825;-0.8778548;PP;;ST
14.003069/V;HUEVOS GUILLEN, S.L.;Valencia/València/BARRI DE PORTA;39.4764351;-0.4633;PP;;
15.007867/AB;QUESOS LA CASICA DE VILLEGAS, S.L.;Albacete/ONTUR;38.615057;-1.4977187;PP;;
10.025213/CO;VALLE DE SABORES S.L.;Córdoba/POZOBLANCO;38.3780204;-4.848573;MM, MP;;
10.025214/P;LORENA MARTINEZ MARCOS;Palencia/VILLARRODRIGO DE LA VEGA;42.4734688;-4.7674118;PP;;MP
10.025211/M;CANAL MEAT, S.L.;Madrid/ARROYOMOLINOS;40.2729225;-3.9157978;CS, CP, MM, MP;;
10.025212/M;POWERSTATION 2009, S.L.;Madrid/ARGANDA DEL REY;40.3007708;-3.4380688;PP;;MP
40.050035/M;MAGRO ROBLEDANO, GREGORIO;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.050036/M;MAGRO ROBLEDANO, JUAN MANUEL;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.050038/M;QUALITALIA IMPORT, S.L.;Madrid/ALCORCON;40.3467624;-3.8286316;CS;;
14.003070/C;SERGIO JESUS CEAN GARCIA;Coruña, A/MALPICA DE BERGANTIÑOS;43.3243063;-8.8086666;EPC;;
10.025215/H;ANGEL MARQUEZ VAZQUEZ S.L.;Huelva/ALMONASTER LA REAL;37.872327;-6.7877021;PP;;MP
12.021499/VA;JORGE JUAN GONZALEZ GONZALEZ;Valladolid/SANTOVENIA DE PISUERGA;41.693651;-4.6895991;CS, FFP;;
40.050081/VA;SEMARK AC. GROUP, S.A.;Valladolid/VALLADOLID;41.6521328;-4.728562;CS;;
40.050089/P;MERCAPLANTIO, S.L.;Palencia/PALENCIA;42.0108141;-4.5327853;CS;;
40.050099/B;BCNFOOD COCINA Y RESTAURACION 2013 SL;Barcelona/VILADECANS;41.3163083;2.0156034;CS;;
12.021500/B;CONGELADOS Y ESPECIALIDADES BARRUFET SL;Barcelona/BARCELONA;41.3825596;2.1771353;WM, FFP;;
40.050109/B;FOOD & DRINK BUSINESS SL;Barcelona/HOSPITALET DE LLOBREGAT (L');41.3598601;2.0997927;CS;;
26.015071/L;URTAU SL;Lleida/VIELHA E MIJARAN;42.70765755;0.7747038854;PP;;MP
10.025216/IB;RIEDL, MICHAEL;Islas Baleares/POLIGON INDUSTRIAL DE CAN VALERO;39.5981997;2.6919871;CS;;
40.050067/IB;TORRES DARDER CB;Islas Baleares/PALMA;39.5695818;2.6500745;CS;;
10.025221/CO;C.B. HNOS. BENITO Y LUIS SANTIAGO VALCARCEL;Córdoba/VILLA DEL RIO;37.9811466;-4.2918207;MM, MP, PP;;BL, MP
14.003072/J;GUILLEN GONZALEZ MANUEL JESUS;Jaén/GUARROMAN;38.1840491;-3.6852374;EPC;;
40.050122/H;JAMONES Y EMBUTIDOS VAZQUEZ S.L.;Huelva/ARACENA;37.8949414;-6.5624496;CS;;
10.025222/MA;CAPRI KEBAB S.L.;Málaga/MARBELLA;36.5109076;-4.8808438;CS, CP, MM, MP;;
26.015074/SE;TU OTRA COCINA S.C.;Sevilla/SALTERAS;37.4188774;-6.1109126;PP;;MP
12.021502/SE;LOPEZ CID MANUEL FELIPE;Sevilla/ALBAIDA DEL ALJARAFE;37.425499;-6.1650572;PP;;SN
40.050142/V;HERMANOS BOLOS, S.A.;Valencia/València/RIBA-ROJA DE TURIA;39.5470965;-0.5666381;CS;;
12.021503/LU;RIF BILBAO, S.L.;Lugo/BURELA;43.6606329;-7.3587521;FFP;;
40.050154/C;EXCLUSIVAS JOSABE SANTIAGO S.L.U;Coruña, A/SANTIAGO DE COMPOSTELA;42.8804219;-8.5458608;CS;;
26.015079/C;PANIFICADORA MENCER S.L.;Coruña, A/BERGONDO;43.3201796;-8.2330414;PP;;MP
40.050179/GC;KERO SUR, S.L.;Palmas, Las/ARRECIFE;28.9593456;-13.5475839;CS;;
12.021507/S;SALAZONES DEL CANTABRICO S.A. SALAZONSA;Cantabria/SANTOÑA;43.2597892;-3.8425464019;RW, PP;;
40.050181/S;FERCAR LACTEA S.L.;Cantabria/ONGAYO;43.4128;-4.06222;CS;;
14.003073/S;ORTIZ GOMEZ, PILAR;Cantabria/ASON;43.218454;-3.5953318;EPC;;
40.050204/MA;QUESUR S.A.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
10.025227/GI;CARNGUST SL;Girona/CASTELLO D'EMPURIES;41.9686921;2.6205193;MM, MP, PP;;MP
10.025226/C;COVIRAN S.C.A.;Coruña, A/SANTIAGO DE COMPOSTELA;42.8804219;-8.5458608;CS, CP;;
10.025229/B;ISLAMABAD DONER PRODUCTION SL;Barcelona/MONTCADA I REIXAC;41.4800277;2.1873031;PP;;MP
15.007869/B;VENTOSA ASTURGÓ, ISIDRE;Barcelona/GRANOLLERS;41.6079555;2.2876008;RW, PP;;
10.025231/V;NORD MEAT EUROPE, S.L.;Valencia/València/ALGEMESI;39.1907907;-0.4357532;CP, MM, MP;;
10.025232/M;BIRTAN FOOD, S.L.;Madrid/MADRID;40.4167047;-3.7035825;MM, MP, PP;;MP
14.003074/GC;ACUÑA DIAZ JUAN ANTONIO;Palmas, Las/INGENIO;27.9183781;-15.4357949;EPC;;
40.050228/GC;BELLA ITALIA LANZAROTE S.L.U.;Palmas, Las/YAIZA;28.9520748;-13.764356;CS;;
10.025234/AB;SPANISH CHEESE, S.L.;Albacete/ALBACETE;38.9951049;-1.8559613;RW;;MP
12.021510/BI;ESKATAK, S.L.;Bizkaia/DIMA;43.1430694;-2.7508974;CS;;
14.003076/J;GARRIDO ANGUITA, MOISES;Jaén/FRAILES;37.4864224;-3.8372808;EPC;;
12.021511/MA;LUJO DEL PALADAR S.C.;Málaga/VELEZ-MALAGA;36.7821366;-4.0992542;RW, PP;;
12.021512/LO;VICTOR Y JESUS RUFINO INSAUSTI HERCE, C.B.;Rioja, La/LOGROÑO;42.4661196;-2.4396676;CS;;
40.050259/LO;SIBARIS ESPECIALIDADES, S.L.;Rioja, La/LARDERO;42.4276847;-2.4627452;CS;;
15.007871/CC;LACTEOS DE GRANADILLA S.C.;Cáceres/ZARZA DE GRANADILLA;40.2369055;-6.0471736;PP;;
12.021513/V;DISTRIBUIDORA MEDITERRANEA DE CEFALOPODOS, S.L.;Valencia/València/VALENCIA;39.4699014;-0.3759513;PP, FFP;;
12.021514/A;CASTELLO, MARIE ANGELE;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
10.025236/TF;Alejandro Díaz Delgado;Santa Cruz de Tenerife/SAUZAL (EL);28.4798777;-16.4357489;RW, CP, PP;;MP
12.021518/MU;ALTAMAR MEDITERRANEO, S.L.;Murcia/TORREAGUERA;37.7710024;-1.5001618;CS, RW, FFP;;
10.025239/M;IBER DONER KEBAP PRODUCCION, S.L.;Madrid/ALCORCON;40.3467624;-3.8286316;MM, MP;;
12.021520/M;EL SEÑOR DE LAS ANCHOAS SLU;Madrid/PEDREZUELA;40.7452892;-3.6021172;PP;;
12.021521/M;ORMEÑO Y ARRIBAS, S.L.;Madrid/COLMENAR VIEJO;40.6587901;-3.7663207;PP;;SN
12.021522/M;PESCADOS LACEPEDA, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
40.050359/M;CANAL FOOD, S.L.;Madrid/ALCORCON;40.3467624;-3.8286316;CS;;
15.007873/TO;FERNÁNDEZ GARCÍA HERAS, JESÚS;Toledo/TALAVERA DE LA REINA;39.96071;-4.8299634;PP;;
14.003079/CR;G&G, S.C.;Ciudad Real/HERENCIA;39.3679627;-3.3550331;EPC;;
40.050317/TO;HERPI LOGÍSTICA, S.L.U.;Toledo/ESCALONILLA;39.9249689;-4.3488172;CS;;
15.007872/GC;Valiente Carrara, Sergio;Palmas, Las/YAIZA;28.9520748;-13.764356;PP;;
40.050369/BI;INUNCIAGA UBILLOS, Mª ASUNCION;Bizkaia/AMOREBIETA-ETXANO;43.2201761;-2.7323154;CS;;
40.050370/BI;ERDELLA GARRAIOAK, S.L.;Bizkaia/LARRABETZU;43.2609468;-2.7959846;CS;;
40.050371/BI;OILASKO BERRIAK, S.L.;Bizkaia/ZAMUDIO;43.2827605;-2.8623645;CS;;
15.007874/CA;POLEY COTO ROSANO;Cádiz/GRAZALEMA;36.7586444;-5.3692423;PP;;
12.021523/CA;SABEBIEN ANDALUZ S.L.;Cádiz/CHIPIONA;36.7357327;-6.4347625;CS, PP, FFP;;
40.050375/CO;DISTRIBUCIONES AHORRACASH S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.050382/SE;CASH DISTRIBUIDORA LINANTON S.L.;Sevilla/AZNALCOLLAR;37.5195761;-6.2716439;CS;;
14.003077/SE;LOPEZ BARCIA SEBASTIAN;Sevilla/FUENTES DE ANDALUCIA;37.4645318;-5.3443621;EPC;;
15.007875/GI;CASANOVA HERMANOS SA;Girona/CAMPRODON;42.3110835;2.3651177;CS;;
40.050386/BI;COMERCIAL UNIMELS, S.L.;Bizkaia/ABANTO Y CIERVANA-ABANTO ZIERBENA;43.31184035;-3.0892862151;CS;;
12.021528/B;SEAGALMAR 2010 SL;Barcelona/BARCELONA;41.3825596;2.1771353;PP, FFP;;
26.015124/SE;EXCLUSIVAS MAIRENA S.A.;Sevilla/MAIRENA DEL ALCOR;37.3731974;-5.7474665;PP;;MP
12.021529/V;DELIGEL MADRID, S.L.;Valencia/València/VINALESA;39.5244141;-0.3564193;PP, FFP;;
10.025241/V;GOMEZ ALVAREZ, RAFAEL;Valencia/València/REQUENA;39.488538;-1.1023083;MM, MP, PP;;MP
40.050398/V;DELIGEL MADRID, S.L.;Valencia/València/VINALESA;39.5244141;-0.3564193;RW;;
40.050409/GR;AIVAR SANCHEZ MARIA DEL CARMEN;Granada/ATARFE;37.2227209;-3.6882397;CS;;
15.007876/BA;LANCHARRO MUÑOZ, SERGIO;Badajoz/MONTEMOLIN;38.1542754;-6.2123046;PP;;
12.021531/BI;PESQUERIA VASCO MONTAÑESA, S.A.- BUQUE ATUNERO CONGELADOR - Buque congelador PLAYA DE RIS, OMI 9684548;Bizkaia/BERMEO;43.4194242;-2.7231562;ZV;;
12.021532/MU;SALAZONES SAEZ, S.L.;Murcia/ALCANTARILLA;37.9674749;-1.2149852;WM;;
40.050416/M;SUSHITODAY, S.L.;Madrid/MOSTOLES;40.3238525;-3.8649214;CS;;
40.050418/M;2014 ASENOVETS, S.L.;Madrid/FUENLABRADA;40.282476;-3.7923422;CS;;
26.015130/SE;POSTRES MOGAR S.L.;Sevilla/HERRERA;37.0456773;-5.6936866;PP;;
15.007877/GR;GALVEZ LOPEZ JOSE ANTONIO;Granada/HUETOR DE SANTILLAN;37.222243;-3.5139689;PP;;
10.025243/TO;VENPOR LA MANCHA, S.L.;Toledo/CAZALEGAS;40.0099432;-4.6772621;CP, MM, MP, PP;;MP
40.050450/CR;GONZÁLEZ-ROMÁN ALMOGUERA, VICTORIA EUGENIA;Ciudad Real/CIUDAD REAL;38.95975095;-3.8828282392;CS;;
15.007878/SA;LUIS FERNANDO HERRAEZ SAAVEDRA;Salamanca/MONTEJO;40.6329037;-5.6224313;PP;;
40.050452/LO;LACALLE ALBIZ, MARCOS;Rioja, La/BAÑOS DE RIO TOBIA;42.3348282;-2.7612306;CS;;
10.025244/LO;EL RIOJANO, S.A.;Rioja, La/BAÑOS DE RIO TOBIA;42.3348282;-2.7612306;PP;;MP
15.007879/BI;GARMESAN, S.A.;Bizkaia/GALDAKAO;43.2332639;-2.8453385;CS;;
40.050468/BI;MARTÍN Y SÁNCHEZ MASAN, S.A.;Bizkaia/ZARATAMO;43.211818;-2.873426;CS, RW;;
40.050473/BI;JAMONIBER, S.L.;Bizkaia/BILBAO;43.2629642;-2.9349478;CS;;
12.021535/OU;ORENSANA DE MARISCOS SL;Ourense/SAN CIBRAO DAS VIÑAS;42.2964763;-7.8723141;RW;;
10.025253/CR;MATURANA QUIJANO, ANTONIO;Ciudad Real/PUEBLA DEL PRINCIPE;38.5665061;-2.9252347;PP;;MP
40.050476/HU;FRUTAS CALVO, S.L.;Huesca/HUESCA;42.1373367;-0.4100852;CS;;
10.025247/TF;MIGUEL ANGEL SANTANA GORDILLO;Santa Cruz de Tenerife/TACORONTE;28.4805316;-16.4137605;MM, MP;;
12.021538/SE;NEGOISLA S.L.;Sevilla/ISLA MAYOR;37.1324663;-6.1648075;PP, FFP;;
26.015136/SE;NEGOISLA S.L.;Sevilla/ISLA MAYOR;37.1324663;-6.1648075;PP;;
10.025248/TO;CÁRNICAS DIBE, S.L.;Toledo/ALCOLEA DE TAJO;39.8092556;-5.1477785;CS, RW, PP;;MP
40.050487/CR;CRIS DEL RÍO, S.L.;Ciudad Real/MANZANARES;38.996507;-3.371946;CS;;
40.050491/BA;FRUMARLU C.B.;Badajoz/JEREZ DE LOS CABALLEROS;38.3201991;-6.7713389;CS;;
12.021539/M;PESCA XXI, S.L.;Madrid/MADRID;40.4167047;-3.7035825;WM, FFP;;
12.021540/M;PESCADOS Y MARISCOS MIGUEL ANGEL Y JANDRO, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
15.007881/M;EL SOTO, S.A.;Madrid/MADRID;40.4167047;-3.7035825;RW;;
40.050496/M;CONGELADOS Y FRESCOS DEL MAR, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
