Nº RGSEAA; Razón Social;Provincia/Localidad;lat;lng;Actividades;Especies;Otros Detalles
40.048212/BI;NEGRETE CUADRADO, ALBERTO;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
40.048213/BI;MUNDIAL DE ALIMENTACIÓN KA, S.L.;Bizkaia/BILBAO;43.2629642;-2.9349478;CS;;
12.021329/BI;PESCADOS FERNANDO OLABARRIA, S.L.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
12.021330/BI;PESCADOS UGENA-SESEÑA, S.L.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
12.021332/BI;PILAR Y DANIEL, S.L.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
12.021333/BI;PESCADOS BIZKAIMAR, S.L.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
40.048235/CA;ROMACHO HERMOSIN ENRIQUE;Cádiz/JEREZ DE LA FRONTERA;36.6814337;-6.1380536;CS;;
10.025057/BI;ARRAUSI ARANCON, AITOR;Bizkaia/BILBAO;43.2629642;-2.9349478;RW;;ST
12.021336/BI;JOSE CRESPO, S.A.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
10.025059/IB;SANTO TOMAS, SRM;Islas Baleares/ALAIOR;39.9344829;4.1382778;PP;;MP
10.025060/IB;NA XENXA DEN BORRAS, SRM;Islas Baleares/CASTELL (ES);39.7293602;2.7882095;PP;;MP
12.021339/BI;PESCADOS IRURETA, S.A.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS, RW;;
26.014725/B;FELS & EIS SLU;Barcelona/SANTA COLOMA DE GRAMENET;41.6110502;2.1374456;PP;;MP
40.048267/B;FERNAVICO SL;Barcelona/HOSPITALET DE LLOBREGAT (L');41.3598601;2.0997927;CS;;
10.025061/B;FERNAVICO SL;Barcelona/HOSPITALET DE LLOBREGAT (L');41.3598601;2.0997927;CP, MM, MP;;
26.014726/BI;INVERHOSTEL 4000, S.L.;Bizkaia/BILBAO;43.2629642;-2.9349478;PP;;MP
12.021340/A;COFRADIA DE PESCADORES DE GUARDAMAR DEL SEGURA;Alicante/Alacant/GUARDAMAR DEL SEGURA;38.0899985;-0.6538101;AH;;
26.014728/SE;MOLINA JAEN ALVARO;Sevilla/ECIJA;37.5406007;-5.079589;PP;;
10.025062/M;BRAND T BURGER, S.A.U.;Madrid/MADRID;40.4167047;-3.7035825;MM, MP;;
12.021341/V;LA BARCA DE GANDIA, S.L.U.;Valencia/València/GANDIA;38.9675925;-0.1803423;CS, RW, FFP;;
15.007824/V;MONODOSIS CAFE VALENCIA, S.L.;Valencia/València/QUART DE POBLET;39.4827253;-0.4438854;RW;;
40.048296/BI;ZENTAURO S.E., S.L.;Bizkaia/BILBAO;43.2629642;-2.9349478;CS;;
40.048288/CO;CUESTA MARTINEZ RAFAEL MANUEL;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
10.025068/GR;IBERCARNICAS DEL SUR S.L.L.;Granada/ALBOLOTE;37.2306219;-3.6570779;CS, CP, MM, MP;;
10.025069/AB;BELMONTE LOPEZ, DAVID;Albacete/TARAZONA DE LA MANCHA;39.2628034;-1.9111552;PP;;MP
40.048345/BA;RAMOS FERNANDEZ, JAVIER;Badajoz/BADAJOZ;38.8782064;-6.9701574;CS, RW;;
40.048346/BA;VERGARA MARIN, NARCISO;Badajoz/SANTOS DE MAIMONA (LOS);38.4491412;-6.3808197587;CS;;
10.025071/SA;HERMANOS HERVALEJO, S.L.;Salamanca/VILLAR DE ARGAÑAN;40.6733187;-6.7187284;RW;;MP
26.014740/BI;ASADOS PIO, S.L.;Bizkaia/AMOREBIETA-ETXANO;43.2201761;-2.7323154;PP;;MP
10.025077/BI;IXURDI ARRAINAK, S.L.;Bizkaia/GIZABURUAGA;43.3309436;-2.5379481;CS;;
40.048399/MA;P. MORALES Y GODOY S.L.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
40.048398/MA;COALIMENT ANDALUCIA S.L.;Málaga/MIJAS;36.596404;-4.6364152;CS;;
12.021342/BI;PESCADERÍAS VASCAS, S.A.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
12.021343/BI;ARRAIZA Y GUTIERREZ, S.L.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
40.048441/S;BOFROST* SAU;Cantabria/CORRALES (LOS);43.2616425;-4.0671673;CS;;
26.014746/V;ARTESANOS ARGENTINOS S.L.;Valencia/València/RIBA-ROJA DE TURIA;39.5470965;-0.5666381;PP;;MP
40.048431/M;DISTRIBUCIÓN GLOBAL DE ALIMENTACIÓN, S.L.;Madrid/GETAFE;40.3081807;-3.7302679;CS;;
40.048433/M;PESCADOS CONCHAMAR, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
10.025082/AL;LOSILLA SUR S.L.;Almería/MOJONERA (LA);36.7522747;-2.6837945;CS;;
12.021350/M;PESCACORUÑA, S.L;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021351/M;PESCADOS JESUS, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
40.048449/P;LA CARNALA, S.L.;Palencia/DUEÑAS;41.87652;-4.5462804;CS;;
14.003041/LU;NORBERTO SOLAR SL;Lugo/PORTOMARIN;42.808161;-7.6156139;EPC;;
12.021354/CA;COMERCIAL ANGULAS DE TREBUJENA S.L.;Cádiz/PUERTO DE SANTA MARIA (EL);36.601468;-6.2381494;RW;;
40.048481/CA;MANCHEÑO DE LA CRUZ ANDRES;Cádiz/JEREZ DE LA FRONTERA;36.6814337;-6.1380536;CS;;
12.021355/MU;PESCADOS DEPESCADEN, S.L.;Murcia/ALCANTARILLA;37.9674749;-1.2149852;WM;;
40.048490/VA;COMERCIAL MANZANARES, S.A.;Valladolid/VILLALON DE CAMPOS;42.0984494;-5.0347132;CS;;
40.048518/CO;PRODUCTOS MG S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
10.025085/CU;FERNANDEZ MORENO, FELlX;Cuenca/POZORRUBIO;39.8163012;-2.9509087;PP;;ST
10.025086/TO;TARAMA TRADICIÓN, S .L.;Toledo/LUCILLOS;39.9849265;-4.6117589;MM, MP, PP;;MP
40.048568/GI;COALIMENT GRANOLLERS SA;Girona/PUIGCERDA;42.4317966;1.9278693;CS;;
40.048525/V;BOFROST, S.A.U.;Valencia/València/CATARROJA;39.4405165;-0.3958278;CS;;
40.048539/GR;RURAL TASTE S.L.;Granada/LOJA;37.1661118;-4.1491593;CS;;
40.048578/GI;RICART ROSSELL, JOAQUIM;Girona/CAMPRODON;42.3110835;2.3651177;CS, RW;;
15.007827/CC;CARRASCO RODRIGUEZ, ANTONIO JESUS;Cáceres/ZORITA;39.2841602;-5.6989098;PP;;
10.025091/TF;Eliseo Mora Herrera;Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA;28.6785148;-17.7670629;CS;;
10.025092/TF;Juan Manuel Poleo González;Santa Cruz de Tenerife/GARACHICO;28.373686;-16.7640491;CS;;
40.048609/SE;ROMERO GARCIA JOSE FRANCISCO;Sevilla/CASTILLEJA DE LA CUESTA;37.3867839;-6.054127;CS;;
12.021368/SE;AGROALIMENTARIA LOS LUGARES S.L.;Sevilla/MARINALEDA;37.3710525;-4.9608294;PP;;
40.048605/BI;MIQUEL ALIMENTACIO GRUP, S.A.;Bizkaia/GALDAKAO;43.2332639;-2.8453385;CS;;
12.021367/A;CARACOLES BARBERA SAEZ, S.L.;Alicante/Alacant/ORIHUELA;38.3441721;-0.5068408;PP;;SN
10.025094/BI;MIQUEL ALIMENTACIO GRUP, S.A.;Bizkaia/GALDAKAO;43.2332639;-2.8453385;MM, MP, PP;;MP
12.021370/CR;VELARDE CASTELLANOS, JOSÉ;Ciudad Real/CIUDAD REAL;38.95975095;-3.8828282392;PP;;SN
40.048624/TF;Frutos Secos Casa Lola, S.L.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;WM;;
40.048630/SE;REY PAQUE MARCOS;Sevilla/MARCHENA;37.3269051;-5.4161717;RW;;
14.003044/CO;MNATSAKAN HAKOBYAN;Córdoba/PUENTE GENIL;37.387395;-4.7716241;EPC;;
10.025096/V;GUSTO KEBAB, S.L.;Valencia/València/CARRASCALET;39.2003566;-0.4415555;MM, MP, PP;;MP
12.021371/Z;PESCADOS Y MARISCOS A BEIRAS DO MAR, S.L.U;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;WM;;
40.048635/BA;CONGEAL C.B.;Badajoz/ALMENDRALEJO;38.6846791;-6.4067802;CS;;
40.048643/C;FUSCOLUSCO HOSTELERIA SL;Coruña, A/FERROL;43.4846862;-8.233162;CS;;
12.021373/CA;PESCADERIAS CAMINITO DE CAI S.L.;Cádiz/CONIL DE LA FRONTERA;36.2755873;-6.0877024;CS, PP, FFP;;
10.025100/MA;GANADOS Y CARNES BONILLA S.L.;Málaga/COIN;36.6588629;-4.7570121;CP, MM, MP;;
10.025101/CA;BORREGO BEATO JOSE MANUEL;Cádiz/JEREZ DE LA FRONTERA;36.6814337;-6.1380536;MM, MP, PP;;MP
40.048665/B;INICIATIVAS REINI SL;Barcelona/TERRASSA;41.5697302;2.0132071;CS, RW;;
10.025102/V;J. PEIRO FAYOS, S.L.;Valencia/València/DAIMUS;38.9695804;-0.1550808;CS, CP, MM, MP;;
10.025104/B;MAS COMERCIO, MAS EUROPA SL;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
14.003045/MA;VILLALOBOS GARCIA JUAN PEDRO;Málaga/ALOZAINA;36.7278925;-4.856475;EPC;;
26.014791/T;CAMPOS MUÑOZ DIEGO Y ALBIOL BRULL MONTSERRAT SCP;Tarragona/CAMBRILS;41.0679423;1.0657579;PP;;MP
10.025107/T;EUROKEBAB DONNER SL;Tarragona/REUS;41.1555564;1.1076133;MM, MP;;
40.048697/GI;RIGAU GELATS SL;Girona/CASTELL-PLATJA D'ARO;42.2194809;2.550963;CS;;
40.048688/T;EUROKEBAB DONNER SL;Tarragona/REUS;41.1555564;1.1076133;CS;;
40.048682/CO;ESCRIBANO FERNANDEZ DE CORDOBA JOSE IGNACIO;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
10.025108/T;SUMTRIPS SL;Tarragona/CALAFELL;41.2014639;1.5680321;PP;;ST
40.048702/J;RODRIGUEZ RUIZ PEDRO;Jaén/JODAR;37.8406832;-3.3548686;CS;;
14.003047/GR;ARCHILLA FERNANDEZ MERCEDES;Granada/COGOLLOS VEGA;37.218174;-3.6068049;EPC;;
40.048711/MU;ABENZA JIMENEZ, MIGUEL;Murcia/CEUTI;38.0776952;-1.2741301;CS, RW;;
40.048718/MA;CEREZO RUIZ ILLANES SUAREZ CLEVERO S.L.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
10.025109/BI;BERROJALDIZ OREGI, MIKEL;Bizkaia/ABADIÑO;43.1524802;-2.6081552;PP;;BL
14.003048/NA;CARAZO AMUNDARAIN, JAVIER;Navarra/TORRES DE ELORZ;42.7332699;-1.5968967;CS;;
10.025110/IB;TUDURI SINTES, MARIA;Islas Baleares/MAO;39.8894325;4.2647291;PP;;MP
26.014796/BI;IBAI-GAINE JATETXEA, S.L.;Bizkaia/AMOROTO;43.3267938;-2.5132747;PP;;MP
40.048723/SE;SALAZONES JIMENEZ DELGADO S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.048751/SE;CARNICAS LOS TORIBIOS S.L.;Sevilla/CORRALES (LOS);37.6996333;-6.4052411;CS;;
12.021375/TF;Frionorte Gestión, S.L.;Santa Cruz de Tenerife/ARAFO;28.3404454;-16.4173287;RW;;
12.021376/P;PESCOMAR 2000, S.L.;Palencia/PALENCIA;42.0108141;-4.5327853;CS;;
40.048743/SA;ACTIVOS GONCA, S.L.;Salamanca/SALAMANCA;40.9651572;-5.6640182;CS;;
40.048791/TF;Frío Absoluto, SL;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
12.021380/CA;GOMEZ Y BERNAL PESCADOS S.L.;Cádiz/PUERTO DE SANTA MARIA (EL);36.601468;-6.2381494;PP;;
40.048833/CO;CALENT COCINA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
12.021384/CO;FRIGORIFICOS CORDOBESES S.A.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021385/CO;JOSE MARTINEZ SEGORBE S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021386/CO;PESCADOS TORRES CORDOBA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021387/CO;PESCADOS YEBRA LUENGO S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021388/CO;PESCADOS HERMANOS MORENO S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021389/CO;JIMBACA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
26.014815/B;INSTITUT ESCOLA SANT JORDI;Barcelona/NAVAS;41.4155178;2.1869576;PP;;MP
12.021390/CO;PESCADOS MONTALBAN S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021391/CO;HERMANOS NIETO GUZMAN S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
15.007831/BA;BARAHOMAR S.L.;Badajoz/ALMENDRALEJO;38.6846791;-6.4067802;CS;;
12.021392/CO;JACORPESCA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021393/CO;COMERCIAL HERMANOS AGUILAR S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021394/CO;PESCADOS JAYMA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
14.003049/SA;MYRIAM CABEZAS HERNANDEZ;Salamanca/VILLASRUBIAS;40.3389758;-6.6383329;EPC;;
12.021399/MA;PEREZ CRIADO JUAN FRANCISCO;Málaga/COIN;36.6588629;-4.7570121;PP;;
10.025122/MA;CARNES DE MALAGA SUR S.L.;Málaga/MALAGA;36.7210805;-4.421041;CP, MM, MP;;
40.048891/MA;CARNES DE MALAGA SUR S.L.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
10.025118/A;DEL'ATA CARNES, S.L.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
40.048861/PO;CARNICAS JOSEVA SC;Pontevedra/CALDAS DE REIS;42.6041056;-8.6421712;CS;;
10.025120/M;CENTRAL DE CARNES PREMIUM, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CP, MM, MP;;
40.048957/B;GRAUPERA ROLLAN, DIDAC;Barcelona/SANT BOI DE LLOBREGAT;41.9001033;2.2831232;RW;;
40.048959/GI;J & C MERA SL;Girona/VILABLAREIX;41.9569396;2.7728439;CS, RW;;
40.048947/SE;FLORINDO SANCHEZ CASIANO;Sevilla/MAIRENA DEL ALCOR;37.3731974;-5.7474665;CS;;
15.007832/T;TURRONES HELADOS SIRVENT SL;Tarragona/TARRAGONA;41.1172364;1.2546057;PP;;
40.048938/C;CONXELADOS XACOBEO SL;Coruña, A/SANTIAGO DE COMPOSTELA;42.8804219;-8.5458608;CS;;
26.014833/B;PIZZA MAMMA DELIVERY SL;Barcelona/VILANOVA DEL CAMI;41.5714336;1.6361449;PP;;MP
15.007833/GC;Mayor Peñate, Melquiades;Palmas, Las/VALSEQUILLO DE GRAN CANARIA;27.9818509;-15.4977335352;PP;;
40.049005/J;TERUEL MIRA RUBEN;Jaén/VILLACARRILLO;38.11602;-3.083922;CS;;
12.021403/MU;GARUM SALAZONES, S.L.;Murcia/MAZARRON;37.9351005;-1.1977692;CS, RW;;
12.021404/MU;PESCADOS NIETO E HIJOS, S.L.;Murcia/ALCANTARILLA;37.9674749;-1.2149852;WM;;
12.021407/CO;PESCADOS ISLA VERDE PLUS S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS, WM;;
12.021406/CO;SERVICES GARLIC AND VEGETABLES S.L.;Córdoba/SANTAELLA;37.5674974;-4.8466379;CS;;
12.021405/SE;EMFACAR S.L.;Sevilla/ISLA MAYOR;37.1324663;-6.1648075;PP, FFP;;
12.021409/TF;Cemesa Telecomunicaciones, S.L.;Santa Cruz de Tenerife/TAZACORTE;28.642858;-17.9326028;CS;;
40.049149/O;ARUA KEBAB SLU;Asturias/GIJON;43.5450394;-5.6626443;CS;;
10.025136/B;CARNS BONET SL;Barcelona/SABADELL;41.5464208;2.1087937;CS, CP, MM, MP, PP;;MP
10.025128/SA;JAMONES PARRA LOPEZ, S.L.;Salamanca/SAN ESTEBAN DE LA SIERRA;40.4384348;-5.7527304;PP;;MP
15.007835/GI;NUDELMAN LORENTE, SANTIAGO;Girona/VILADEMULS;42.1387083;2.8876163;PP;;
10.025135/B;RAMADERIA FARRAS SAT 796/CAT;Barcelona/SANT LLORENÇ D'HORTONS;41.9001033;2.2831232;SH, CP;C, O;
15.007836/GI;RUIZ FERNANDEZ, SARA AFRICA;Girona/CASTELLO D'EMPURIES;41.9686921;2.6205193;PP;;
10.025129/V;CARNS BENIGANIM S.L.U.;Valencia/València/NOVELE-NOVETLE;38.9773935;-0.5489844756;CS, CP;;
26.014866/L;ALESSA CATERING SERVICES SA;Lleida/LLEIDA;41.6147605;0.6267842;PP;;MP
40.049074/Z;MILAGROS GREGORIO RODRIGUEZ, S.L;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS, WM;;
15.007834/GC;Industrias Lácteas Artesanales Bolaños, S.L.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;PP;;
14.003055/GI;LLOVER BUTXOSA, JULI;Girona/BESCANO;41.9670349;2.7389937;EPC;;
40.049183/L;MONDIR 2013 SL;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
14.003056/GI;OUS ECOLÒGICS DE L'EMPORDÀ SL;Girona/SANT LLORENÇ DE LA MUGA;42.3200643;2.7887916;EPC;;
10.025131/TO;AGROVILLA MORAL, S.L.;Toledo/VILLAMINAYA;39.7114161;-3.8711454;CS;;
10.025132/TO;FÁBRICA DE PATATAS FRITAS ESPADAS, C.B.;Toledo/LILLO;39.72286;-3.3054972;PP;;MP
40.049098/NA;ROLDAN FOOD SOCIEDAD LIMITADA;Navarra/TUDELA;42.0639202;-1.6051916;CS;;
10.025134/CR;GUTIÉRREZ SEVILLANO, JUAN MANUEL;Ciudad Real/CHILLON;38.7960599;-4.8656224;MM, MP, PP;;MP
40.049105/CR;BELLOTERRA DELICATESSEN, S.L.;Ciudad Real/ALMADEN;38.7378377;-4.7102688;CS;;
40.049091/A;EUROP FOODS, S.A.;Alicante/Alacant/FINESTRAT;38.3629889;-0.4828823;CS;;
40.049197/T;DARILEX DISTRIBUTION SLU;Tarragona/CONSTANTI;41.1528145;1.2151815;CS;;
40.049198/T;EUROPROD DISTRIBUTION SLU;Tarragona/CONSTANTI;41.1528145;1.2151815;CS;;
12.021413/SS;CONSERVAS ZIZZO, S.L.;Gipuzkoa/MUTRIKU;43.3071181;-2.3871098;PP;;
40.049204/L;SAGRA SA;Lleida/FONDARELLA;41.6342812;0.8739685;CS;;
14.003052/GR;LOS ECOS DEL GUADIANA S.L.;Granada/COLONIA (LA);37.5332542;-2.7632401;EPC;;
10.025137/V;PROVEEDORES DE CARNES NATURALES DEL NORTE, S.L.;Valencia/València/PAIPORTA;39.4394547;-0.4353983;CP;;
40.049147/NA;BIODIPE, S.L.;Navarra/RIBAFORADA;41.9983099;-1.5124358;CS;;
12.021414/MU;GRUPO HELICICOLA GRANJA VERDE, S.L.;Murcia/SANGONERA LA SECA;37.6735151;-1.0071622;PP;;SN
14.003053/LU;FRANCISCO JOSE CRESPO DOCAMPO;Lugo/MONDOÑEDO;43.4296115;-7.3639011;EPC;;
12.021415/PO;GONZALEZ PORTAS JOSE MANUEL;Pontevedra/LALIN;42.6614127;-8.1109759;FFP;;
10.025144/H;EL CHAPARRAL DE JABUGO S.L.;Huelva/CORTEGANA;37.9093023;-6.8196169;PP;;MP
40.049207/CE;PRODUCTOS IGLU S.L.;Ceuta/CEUTA;35.8883614;-5.3041384;CS;;
12.021418/MA;JIMENEZ ALBERT MANUELA;Málaga/MALAGA;36.7210805;-4.421041;CS;;
15.007837/MA;MORENO MARTIN PEDRO;Málaga/VILLANUEVA DEL TRABUCO;37.0283874;-4.337989;PP;;
12.021419/MA;PASTOR DOMINGUEZ ANTONIO;Málaga/VELEZ-MALAGA;36.7821366;-4.0992542;PP;;
12.021416/S;MARISCOS RIOMAR SC;Cantabria/SANTOÑA;43.2597892;-3.8425464019;CS, RW;;
40.049218/S;ACEITUNAS Y VIDRIOS BLAZQUEZ S.L.;Cantabria/SANTOÑA;43.2597892;-3.8425464019;CS;;
40.049219/S;PEDRO GOMEZ ESPINOSA;Cantabria/BARCENA;43.24758465;-3.8313793154;CS;;
26.014883/AB;LA ABUELA DE PATERNA, C.B.;Albacete/PATERNA DEL MADERA;38.5973677;-2.3458477;PP;;MP
40.049226/SE;ALDECASUR S.L.;Sevilla/SALTERAS;37.4188774;-6.1109126;CS;;
15.007838/GC;Díaz González, Francisco Oliver;Palmas, Las/ALDEA DE SAN NICOLAS (LA);27.9843483;-15.7805556;PP;;
10.025148/TF;Jamones y Embutidos Castillo Delavega, S.L.;Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA;28.6785148;-17.7670629;RW;;MP
40.049230/SE;ATACHO S.L.;Sevilla/PILAS;37.3012094;-6.3027773;CS;;
40.049287/GR;ALMACENES CARMONA S.A.;Granada/GRANADA;37.1830197;-3.602192;CS;;
12.021420/PO;SCANFISK SEAFOOD SL;Pontevedra/VIGO;42.2376602;-8.7247205;FFP;;
15.007841/GR;GARCIA VICO Mª JOSEFA;Granada/GALERA;37.7437006;-2.5498176;PP;;
12.021447/MU;CONGELADOS Y FRESCOS DEL MAR, S.A. (CONFREMAR);Murcia/TOTANA;37.7710024;-1.5001618;RW;;
12.021423/M;PRODUCTOS SELECCIONADOS DELIQUITIA, S.L.;Madrid/ARGANDA DEL REY;40.3007708;-3.4380688;CS, PP;;
12.021424/M;VIUDA E HIJOS DE JERONIMO IZAGUIRRE, S.L.;Madrid/MADRID;40.4167047;-3.7035825;RW, WM;;
15.007840/M;LABORATORIOS GRAMAR, S.L.;Madrid/CHINCHON;40.1406042;-3.4208402;RW;;
40.049257/SE;COSTCO WHOLESALE SPAIN S.L.U.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS, RW;;
40.049258/VA;CONVALFRI S.L.U.;Valladolid/VALLADOLID;41.6521328;-4.728562;CS;;
40.049262/M;ALCALA DE HENARES CONGELADOS, S.L.;Madrid/ALCALA DE HENARES;40.4817201;-3.364614;CS;;
40.049286/AB;COMERCIAL OJEDAMAR, S.L.;Albacete/HELLIN;38.5106649;-1.6995137;CS;;
12.021426/C;PEIXES E MARISCOS RECHO SL;Coruña, A/CORUÑA (A);43.3650323;-8.4129958;RW;;
14.003058/GC;Acosta Cordovez, María del Carmen;Palmas, Las/SAN BARTOLOME;27.9254273;-15.5725797;EPC;;
12.021425/M;PESQUERA ALBATROS, SLU;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021431/PO;CONGELADOS NORIBERICA SA;Pontevedra/MOS;42.1878377;-8.6262650421;PP;;
40.049309/PO;HERMIDA DE MARCOS MARIA CRUZ;Pontevedra/SILLEDA;42.697981;-8.2466373;CS;;
10.025157/AL;EURO DONER INDALO S.L.;Almería/VIATOR;36.8887282;-2.4251246;CS;;
12.021434/CA;MONTAJES Y MANTENIMIENTOS DEL ESTRECHO S.L.;Cádiz/PUERTO DE SANTA MARIA (EL);36.601468;-6.2381494;PP;;
40.049338/CA;VIEJO JABUGO S.L.;Cádiz/BORNOS;36.8211419;-5.7437008;CS, RW;;
26.014904/CA;RODRIGUEZ BAIZAN Mª ANGELES;Cádiz/CADIZ;36.5216471;-6.2826008;PP;;MP
10.025155/H;CARNICERIA JUANMA E IBERICOS DE JABUGO S.L.;Huelva/HUELVA;37.2563859;-6.9496708;CS, MM, MP, PP;;MP
10.025156/H;FUNDACION MONTE MEDITERRANEO;Huelva/SANTA OLALLA DEL CALA;37.9066642;-6.2293168;CS;;
15.007843/H;S.COOP.ANDALUZA PRODUCTORES DE LECHE DE ARROYOMOLINOS;Huelva/ARROYOMOLINOS DE LEON;38.0019398;-6.4245820992;CC;;
40.049324/M;DOMINPESCA S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
40.049325/M;DOMINPESCA S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
10.025160/V;LUIS CUERDA, S.L.;Valencia/València/AGULLENT;38.8233412;-0.5473745;CS;;
40.049341/V;AZA LOGISTICS, S.L.U.;Valencia/València/ALMUSSAFES;39.2924334;-0.4138577;CS;;
26.014908/IB;INVERSIONES SA COSTERA 2008, SL;Islas Baleares/PALMA;39.5695818;2.6500745;PP;;
40.049354/IB;PEDRO MOLL BOSCH, PEDRO Y LORENZO MOLL FEBRER, CB;Islas Baleares/CIUTADELLA DE MENORCA;40.0032434;3.8615580118;CS;;
40.049356/IB;IBERICA DE ALIMENTACION SINEU, SLU;Islas Baleares/CABANETA (SA);39.5538386;2.8026379;CS;;
12.021436/M;CADIERNO ALONSO JOSE LUIS;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021437/M;DISPEMAR CELADA S.L.;Madrid/FUENLABRADA;40.282476;-3.7923422;PP, FFP;;
12.021438/M;MARISCOS JAYDA, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021439/M;PESCADOS DE LA IGLESIA, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
40.049392/CS;SALES GARCIA, JOSE MANUEL;Castellón/Castelló/VINAROS;40.4703992;0.4746076;CS;;
40.049394/V;SOLUCIONES EN FRUTAS, S.L.;Valencia/València/VENTAS DEL POYO;39.4788365;-0.5675712;CS;;
10.025164/M;RALLA HOSTELEROS, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, CP;;
12.021460/MU;SAURA CONESA, JOSE;Murcia/MANCHICA (LA);37.6825393;-1.1467283;PP;;SN
12.021440/M;PESCADOS SESMAR, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021441/M;PESCADOS UCEDO S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021442/M;PESCADOS UCEDO S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021443/M;PROMERA S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021444/M;PROMERA S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021445/M;SEYFU PRODUCTOS DEL MAR, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
12.021446/M;VIESMAR PESCADOS, S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS, WM;;
40.049413/BA;CARO RUIZ S.A.;Badajoz/BADAJOZ;38.8782064;-6.9701574;CS;;
40.049427/T;ESCODA ROCA, JOSE JUAN;Tarragona/BOTARELL;41.1362847;0.9897786;CS;;
40.049453/TF;Derivados Cárnicos Mayca, S.L.;Santa Cruz de Tenerife/ROSARIO (EL);28.4086408;-16.3463083;CS;;
15.007846/S;QUESARTE SIETE VILLAS SC;Cantabria/SAN MIGUEL DE MERUELO;43.4611;-3.8866;PP;;
40.049454/VI;ARAGONESA DE PIENSOS, S.A.;Araba/Álava/BERANTEVILLA;42.682852;-2.8589445;CS, RW;;
15.007847/GR;ZENESUR IBERIA S.A.;Granada/GUADIX;37.2995522;-3.1371246;PP;;
